Image Index,Foreground Color 1,Foreground Color 2,Foreground Color 3,Foreground Color 4,Foreground Color 5,Background Color 1,Background Color 2,Background Color 3,Background Color 4,Background Color 5
1,"RGB(9, 9, 9)","RGB(92, 92, 89)","RGB(64, 64, 62)","RGB(37, 37, 36)","RGB(174, 175, 173)","RGB(207, 208, 204)","RGB(141, 141, 136)","RGB(37, 36, 35)","RGB(106, 105, 99)","RGB(179, 180, 174)"
